year,title,rating,no_of_reviews,directors_actors,genres,runtime,gross
(1982),Taong labas,,,"Director:,Bebong Osorio,,|,Stars:,Eddie Fernandez,,,Chanda Romero,,,Daria Ramirez,,,Rodolfo 'Boy' Garcia,",Action,,
(1928),Fashion Madness,,,"Director:,Louis J. Gasnier,,|,Stars:,Claire Windsor,,,Reed Howes,,,Laska Winter,,,Donald McNamee,","Action, Drama, Romance",57 min,
(1965),Drigo,,,"Director:,Efren Reyes,,|,Stars:,Lito Anzures,,,Paquito Diaz,,,Johnny Monteiro,,,Lani Oteyza,","Action, Drama",,
(2021),Spider-Man: Preliminary,,,"Director:,Justin Bale,,|,Stars:,Justin Bale,,,Jordy Keyes,,,Marcus Draper,,,Cindy Bale,","Action, Adventure, Mystery",45 min,
(2015),Call to Arms: Oracle,,,"Director:,William McMillan,,|,Stars:,Chris Benwel,,,Nikola Bonova,,,Jerome Boyle,,,Rony Bridges,",Action,,
(VIII),The Hit,,,"Star:,Michael .C. Angell,",Action,,
(2010),Drop Zone: Fiji,,,"Director:,Greg Browning,,|,Stars:,Holly Beck,,,Maria del Mar,,,Bede Durbidge,,,Alex W. Gray,","Action, Sport",53 min,
(2017),Sam Loko,,,"Director:,Richard Governor Owusu,,|,Stars:,Prince Amoabeng,,,Akwasi Boadi,,,Samuel Yaw Dabo,,,Charilson Kyoung Kwak,","Action, Comedy",,
(2022),Baby Detective,,,"Director:,Harrythehare,,|,Star:,Harrythehare,","Animation, Action, Adventure",,
(1922),Reckless Chances,,,"Director:,J.P. McGowan,,|,Stars:,J.P. McGowan,,,Dorothy Wood,,,Andrew Waldron,,,Robert Walker,","Action, Drama",,
(1927),The Fire Fighters,,,"Director:,Jacques Jaccard,,|,Stars:,Jack Dougherty,,,Helen Ferguson,,,Wilbur McGaugh,,,Lafe McKee,","Action, Adventure, Crime",,
(2011),Jericho,,,"Director:,Nick Pugh,,|,Stars:,Jeremy Hodge,,,Robert Butler,,,Anna Alfieri,,,Ant Howell,",Action,,
(1984),Caliber 357,,,"Director:,Eddie Nicart,,|,Stars:,Dan Alvaro,,,Nelson Datu Anderson,,,Marilou Bendigo,,,Azenith Briones,",Action,,
,Gnome Wars,,,"Director:,Ana R. Dominick,","Action, Comedy, Horror",,
(II),The Hacker,,,"Director:,Julian Alsemmani,,|,Stars:,Sivert Bach Gudim,,,Ramiz Ramovic,,,Philip Foss Jacobsen,,,Larsi Dalheim,",Action,,
(1978),Assignment Bombay,,,"Director:,Deepak Bahry,,|,Stars:,Helen,,,Jagdeep,,,Asha Sachdev,,,Mahendra Sandhu,",Action,,
,Cumulonimbus Rain the urban heat and Global Warming,,,"Star:,Yvonne Padmos,",Action,,
(2016),Cat Days,,,"Director:,David Hutcherson,,|,Stars:,Da Ton,,,Ivan Utgoff,,,Ioan Johnstone-Rathbone,","Action, Adventure",,
(2015),The Redemption Hit,,,"Director:,Alain Vo,,|,Stars:,Jon Aranda,,,Ava Breman,,,William Campbell,,,Freddie De Grate,",Action,120 min,
(III),The Consequence,,,"Director:,Wanly Florexile,,|,Stars:,St Louis Armand,,,Ericka Caine,,,Jocelyne Clerge,,,Sean DeRose,","Action, Drama",109 min,
(2020),Misty Angels,,,"Director:,Oblansk Higgs,","Action, Crime, Thriller",,
(1926),Hell-Bent for Heaven,,,"Director:,J. Stuart Blackton,,|,Stars:,Patsy Ruth Miller,,,John Harron,,,Gayne Whitman,,,Gardner James,","Action, Crime, Drama",70 min,
,Mr & Mrs Carmichael,,,,Action,,
(1999),Suicide 2,,,"Directors:,Brandon Womeldorff,,,Matt Brassfield,,|,Stars:,Matt Hoffman,,,Matt Brassfield,,,Brandon Womeldorff,,,Scott Harman,","Action, Drama, Horror",54 min,
,Death Collector,,,"Stars:,Anisa Butt,,,Liam Fountain,,,Krae Davis,",Action,,
,Dark Valley,,,,"Action, Thriller, War",,
(2012),First Kill,,,"Director:,Robert Urich,,|,Stars:,DTeflon,,,John King Fiore,,,David 'Shark' Fralick,,,Charles Justo,",Action,88 min,
(2009),Seven Days to Kill,,,"Star:,Gary Appel,","Action, Drama",93 min,
(2013),Virtuous Acts,,,"Director:,Stewart Thomas,,|,Stars:,John Bradley,,,Raquel de Souza,,,Kwame Feaster,,,Erika Frase,",Action,95 min,
(2018),Rage Speed of the Gayloo,,,"Director:,Anthony Gage,,|,Stars:,Gaylo Anderson,,,Greg Anderson,","Animation, Action, Thriller",,
(2017),Manhunt,,,"Stars:,Nelson Bernal,,,Ash Bozan,,,Annie Campbell,,,Justin Martínez Díaz,",Action,,
(2012),The Invisible Enemy: Black Fox AudioBook,,,"Director:,Anthony R. Howard,,|,Stars:,Anthony R. Howard,,,Alan Baxter,,,Nate Hargraves,,,Joshua Noblitt,","Action, Mystery, Thriller",,
(2019),The Evil in Good,,,"Director:,Andrew Legatt,,|,Stars:,Carter Luedtke,,,Elijah O'Sullivan,,,Andrew Ringate,,,Andrew Legatt,","Action, Comedy, Thriller",103 min,
(2003),Daughter's of the Concrete,,,"Director:,Coquie Hughes,,|,Stars:,Alicia Swinney,,,Hana Anderson,,,Ari Khatib,,,Najee Robinson,",Action,,
(2019),Tell Your Children,,,"Director:,Doug Kaufman,,|,Stars:,Mike Akers,,,Brandon Bell,,,Nico Bell,,,Steven Michael Bell,","Action, Comedy, Crime",,
(VIII) (2019),Hide and Seek,,,"Director:,Matthew Evans,,|,Stars:,Evelyn Coffing,,,Matthew Fort,,,Seriah Getty,,,Alex Harden,","Action, Drama, Sci-Fi",118 min,
(2022),The boys Up North,,,"Director:,David kimba K,,|,Stars:,AC Dax,,,David Kimba Kyakutala,",Action,,
(2022),Oslacraft: the movie,,,"Director:,Oscar Byrne,,|,Stars:,Oscar Byrne,,,Tom Chapman-fox,,,Jack Helm,,,Freddie Potts,",Action,76 min,
(I),Lost Weekend,,,"Director:,Laurence Williams,,|,Star:,Laurence Williams,","Action, Comedy, Drama",,
(2017),Spy Quest,,,"Director:,Jacob Lee,,|,Stars:,Ethan Alexander De'Marsi,,,Brenda Lee,,,Jacee Lee,,,Jasiah Lee,",Action,,
(2020),The Luigi0730 Finale: Super Squad,,,"Directors:,Eric Arnold,,,David Gattis,,|,Stars:,David Gattis,,,Eric Arnold,","Action, Adventure, Comedy",,
(2008),In a Trice,,,"Directors:,Derek Payne,,,Glenn Payne,,|,Stars:,Joe Crisco,,,Joseph Guyton,,,Derek Payne,,,Glenn Payne,","Action, Comedy, Crime",76 min,
,Vamped,,,,Action,,
(1925),The Bandit Tamer,,,"Director:,J.P. McGowan,,|,Stars:,Franklyn Farnum,,,Marguerite Clayton,,,Buck Black,,,Max Asher,","Action, Drama, Romance",50 min,
(1983),Secret of the Planet Earth,,,"Director:,Andrew Sinclare,","Action, Adventure",,
(1926),One Punch O'Day,,,"Director:,Harry Joe Brown,,|,Stars:,Billy Sullivan,,,Charlotte Merriam,,,Jack Herrick,,,William Malan,","Action, Drama",50 min,
,Deluxe,,,"Director:,Yann Toderi,,|,Stars:,Yann Toderi,,,Mo Begaloo,","Action, Comedy, Drama",130 min,
,The Star Kings,,,,"Action, Adventure, Sci-Fi",,
(2011),Breaking Trail,,,"Director:,Noah Howell,,|,Star:,Noah Howell,","Action, Adventure, Sport",65 min,
(2017),Stupidity,,,"Directors:,Devin Montoya,,,Daniel Ortiz Munoz,,|,Stars:,Daniel Ortiz Munoz,,,Devin Montoya,,,Mojoe Alya,,,Brianna Ramirez,","Action, Comedy",,
(2017),Fallen World,,,"Directors:,Tanner Franks,,,Zach Spotts,","Action, Sci-Fi",,
(2020),Lyon vs Juventus,,,,Action,99 min,
(2022),24 Hours Hot Pursuit,,,"Director:,Keith Lakean Powell,,|,Stars:,Nicole Carden Bass,,,Lola Bee,,,Sova Black,,,Ju Dabbs,","Action, Crime",,
,Peril: In Another Dimension,,,"Director:,Max Zeidner,,|,Stars:,Isaac L,,,Ella Zeidner,,,Max Zeidner,,,Willem L,",Action,,
,Warriors of Yeshua,,,"Director:,Joemer Dulatre,,|,Stars:,Stanzi Stokes,,,John Hall,,,Samson Kealoha,,,Ana Mar,",Action,,
(2022),Army Man,,,"Director:,Nik Aufderhar,,|,Stars:,Jack Harrison,,,Sara Rudeseal,,,Amy Todd,","Action, Drama",,
,Liberties Teeth,,,,Action,,
,I Am Someone,,,"Director:,Edwin Francis Colon,,|,Star:,Edwin Francis Colon,","Action, Drama, Family",,
(2012),Sacred Assassin,,,"Director:,Adam Shaw,,|,Stars:,James Askey,,,Vince Brightman,,,Andy Demetrio,,,Shaun Fletcher,",Action,90 min,
(2004),Crush Ball,,,"Director:,Hidetaka Ito,,|,Stars:,Elizabeth Fujimaki,,,Ian Jan Campbell,,,Kristen Stall,",Action,71 min,
(2016),Steady Ridin',,,"Director:,Leonidas Alexander,,|,Stars:,Leonidas Alexander,,,Ken Anthony II,,,David Ashwood,,,Bipolar,","Action, Crime, Drama",72 min,
(I),Crimson,,,"Director:,Todd Rodgers,","Action, Drama, Horror",,
(2012),Destroyer Prince,,,"Director:,Curtis Everitt,,|,Stars:,Heather Barnes,,,Amelia Blue,,,Aaron Brown,,,Dexter Brown,","Action, Adventure, Fantasy",77 min,
(1986),Run for Your Life,,,,Action,,
,Jake,,,"Director:,Laurence Williams,,|,Star:,Laurence Williams,","Action, Drama",,
(IV),The Line,,,"Director:,Mandip Sandhu,,|,Stars:,Lee Shorten,,,Zahra Anderson,,,Jason Asuncion,,,Harv Sihra,",Action,,
,Cool & the Crazy,,,,Action,,
(I) (2010),Mirage,,,"Director:,Sven Hagen,,|,Stars:,Brandon Drozd,,,Hailey Harper,,,Wendell Moore,,,Adam Powell,",Action,,
(I) (2021),From Ashes,,,"Director:,Matthew Baamonde,,|,Stars:,Aaron Groben,,,Rachel Neinast,,,Sam Meader,,,Kelly Jean Badgley,","Action, Fantasy, Romance",,
(2023),Brush Pass,,,"Director:,Matt E Hudson,,|,Star:,Matt E Hudson,","Action, Drama, Thriller",,
(I) (2010),Air,,,"Director:,Jonathan W. Stokes,,|,Stars:,Jade Carter,,,Joe Chacon,,,Greg Fellows,,,Peter Marr,",Action,,
(2014),CSKA Moscow vs Bayern Munich,,,"Stars:,Igor Akinfeev,,,Xabi Alonso,,,Philipp Lahm,,,Robert Lewandowski,",Action,92 min,
(2016),Dark Side of an Assassin,,,"Directors:,Stan Vang,,,William Xiong,,|,Stars:,Stan Vang,,,William Xiong,",Action,,
(2022),Saki,,,"Director:,Gary Davis,,|,Stars:,Gary Davis,,,Sherrah Hill,,,Nicely Jean,,,Courtney Miller,",Action,,
,Vector III: Retribution,,,"Director:,Michael R. Farinelli,,|,Stars:,Christian Chase,,,Gregory Chater,,,Chris J. Lara,,,Diezel Ramos,",Action,,
(2021),Avenger,,,"Director:,Bature Zambuk,,|,Stars:,Abba El-Mustapha,,,Tijani Faraga,,,M.M. Haruna,,,Ishaq Sidi Ishaq,","Action, Crime",,
(1989),Hamlet: Prince of Denmark,,,"Director:,S. Nathan,,|,Star:,Kabir Ahamed,","Drama, Thriller, War",58 min,
,My Immortal: The Vampires of Berlin,,,"Director:,Lee Rudnicki,","Action, Adventure, History",,
(2003),Terranean,,,"Director:,Harry Frishberg,,|,Stars:,Hannah Arferfisher,,,Gretchen Bail,,,Heidi Bail,,,Tyler Bland,",Action,103 min,
,Long Live the King,,,"Director:,Isaiah Long,,|,Stars:,Isaiah Long,,,Rhett Norsworthy,,,Paul Silvas,","Action, Drama, History",,
(I) (2016),Solus,,,"Director:,Eric Espinoza,,|,Stars:,Jessie Hunter,,,John Enick,,,Kristin Cochell,,,Michael Tula,",Action,,
(2021),A Gamers Life,,,"Director:,Jordan Wilson,,|,Stars:,Jordan Wilson,,,Jords Iii,,,Jords Ii,,,Jordsss the Seventh,","Action, Adventure, Biography",146 min,
(II) (2015),Rock Story,,,"Director:,Rand Thorpe,,|,Stars:,Rand Thorpe,,,Henderson Jones,,,Patricia Jenkins,",Action,88 min,
,Rise of Traxanempores,,,"Director:,Sakis Kirillidis,,|,Stars:,Sakis Kirillidis,,,Xristos Kikiras,,,Giorgos Tziolas,,,Xristos Karvelas,",Action,136 min,
(III) (2015),The List,,,"Director:,Juanito Sanchez,,|,Stars:,Clayton Dubin,,,Dara Pohl Feldman,,,Allison Ditzig,,,Matt Hirsch,",Action,,
(II),Be Careful What You Wish For,,,,Action,,
(2009),Mareparyant Phaashi,,,"Director:,Chandrakant Barve,,|,Stars:,Anand Abhyankar,,,Tapan Acharya,,,Dilip Ghare,,,Kishore Kadam,","Action, Adventure, Drama",115 min,
(2019),Chemical Peel,,,"Director:,Hank Braxtan,","Action, Horror",,
,Red Army Rising,,,"Director:,Will Hess,",Action,94 min,
(V) (2017),Adam,,,"Director:,Hamezi Akeyrat,,|,Stars:,David Asavanond,,,Supakorn Kitsuwon,,,Vithaya Pansringarm,,,Thiti Phum-Orn,",Action,105 min,
(1920),From Now On,,,"Director:,Raoul Walsh,,|,Stars:,George Walsh,,,Regina Quinn,,,Mario Majeroni,,,Paul Everton,","Action, Crime, Drama",70 min,
(I) (2020),Love Is Blind,,,"Director:,Wanly Florexile,,|,Stars:,Jahmel Charles,,,Jonathan Duran,,,Wanly Florexile,,,Audwin Mathieu,",Action,,
(1923),The Eleventh Hour,,,"Director:,Bernard J. Durning,,|,Stars:,Shirley Mason,,,Buck Jones,,,Richard Tucker,,,Alan Hale,","Action, Drama",70 min,
(2013),Operation: Raven,,,"Director:,Jimmie Buchanan Jr.,,|,Stars:,Amy McCullough,,,Dan Hunt,,,Jimmie Buchanan Jr.,,,Ashley Blair,","Action, Comedy, Drama",64 min,
,Sinnerman,,,"Director:,Brayden L. Gerbrandt,,|,Stars:,Kassidy Gerbrandt,,,Bryce Gerbrandt,,,Joel Macaulay,,,Cheriene Phillips,","Action, Comedy, Drama",,
,Power Rangers and Masked Riders Are Going to War,,,,Action,,
,Cobraman Movie,,,"Director:,Neil Schell,",Action,90 min,
(VII) (2011),Retribution,,,"Director:,Colten Kidwell,,|,Stars:,James Alexander,,,Marty Creech,,,Katie Derickson,,,Bryce Norris,",Action,,
(2012),Thy Will Be Done,,,"Director:,Jb Brown,,|,Stars:,Jb Brown,,,Dani Guevarez,,,Antrone Hughes,,,Angel Jackson,","Action, Mystery",,
,Demon's Alley,,,,"Animation, Action, Comedy",,
(2017),Rico's Ride,,,"Stars:,Enrique Arrizon,,,Zaide Silvia Gutiérrez,,,Tom Noga,,,Arturo Vázquez,","Action, Drama, Western",,
(2013),M3ntal State,,,"Director:,Randy Lee Beasley,,|,Stars:,Randy Lee Beasley,,,Darren Marlar,,,Steve Piper,,,Rob Romero,","Action, Drama, Thriller",55 min,
(1982),Mr. Wong Meets Jesse & James,,,"Director:,Jose 'Pepe' Wenceslao,,|,Stars:,Chiquito,,,Jesse,,,James,,,Anna Marie Gutierrez,","Action, Comedy",,
(2011),The Agency: Survival of the Fittest,,,"Director:,Mike Winkler,,|,Stars:,Robyn Wheeler,,,Aleece Roach,,,Sam Pavia,,,Mike Winkler,",Action,119 min,
(2020),Severus: The Black Caesar - Septimius Speech teaser,,,"Star:,Septimius The Great,","Action, Drama, History",,
(2012),Reunited,,,"Director:,Chase Craig,,|,Stars:,Daniel Baxter,,,Jillian Butso,,,Chase Craig,,,Pd,",Action,,
,Islamo-phobia,,,,"Action, Drama, Romance",130 min,
(2014),Zombie Sitter,,,"Director:,Derek Rundell,,|,Stars:,Emma Albertie,,,Greta Albertie,,,Keith Albertie,,,Nash Albertie,","Action, Comedy, Family",,
,A Soldier's Mind,,,"Director:,Sean Markus,,|,Star:,Amir Kovacs,",Action,90 min,
,Zen and the Medal of Honor,,,,Action,,
(2013),Walls,,,"Director:,Walter Forsyth,,|,Star:,Ardath Whynacht,",Action,272 min,
(2020),Chelsea vs Arsenal,,,,Action,150 min,
(1957),Flying Cadet,,,"Director:,Jose Climaco,,|,Stars:,Jaime de la Rosa,,,Delia Razon,,,Rebecca Del Rio,,,Willie Sotelo,","Action, Romance",,
(1928),Quick Triggers,,,"Director:,Ray Taylor,,|,Stars:,Fred Humes,,,Derelys Perdue,,,Wilbur Mack,,,James Robert Chandler,","Action, Adventure, Romance",53 min,
(2018),The Anarchist's Playground,,,"Directors:,Chinecherem Eze,,,Akendeu Opportune,,|,Stars:,Chidale James,,,Chidimma Eze,,,Akendeu Opportune,,,Chinecherem Eze,",Action,95 min,
(III) (2019),Renegade,,,"Director:,Malachi Thomas,,|,Stars:,Jeremy C.Y. Butler,,,Janae Daniels,,,Heiro-Wayne,,,Jamaur J,",Action,,
(2017),Hijack at Malacca,,,"Director:,Still Open,","Action, Adventure, Crime",,
(2017),Live Fast Die Young Chi-bangin,,,"Director:,David Wolfe,",Action,52 min,
(2014),Akecheta,,,"Directors:,Joey Orosco,,,Jose Orosco,,|,Stars:,Andy Andersen,,,Veronica Pierce,,,Lupe Trejo,,,Martina Griffin,","Action, Romance, Western",63 min,
(2016),United Zone,,,,"Animation, Action, Adventure",75 min,
,Victims of the Fallen,,,"Star:,Megan Pigott,","Action, Sci-Fi",,
(2011),The Ballad of Uchee Creek,,,"Director:,Christopher Forbes,,|,Stars:,Shelby Blackstone,,,Christopher Bowman,,,Kimberly Campbell,,,Jerry Chesser,",Action,,
(2022),The Club II,,,"Director:,Tony Cole,,|,Stars:,Tony Cole,,,Thomas Sandford,,,Alex Kaufmann,,,Nathan Tarver,",Action,46 min,
,Fairport,,,"Director:,Megan Magee,,|,Stars:,Samantha Bowen,,,Christian Leadley,",Action,,
,Standoff at Noreen's All Night Diner,,,"Director:,Johnathan Gorman,,|,Star:,Johnathan Gorman,","Action, Drama",90 min,
(2017),R-Naught 15,,,"Stars:,Velta Moore,,,Elizabeth Gmaz,,,Mike Sutton,,,Donald Imm,","Action, Drama, Horror",,
(II),London,,,"Director:,Woodson Michel,,|,Stars:,Juan Carlos Garces,,,Claudomy Joseph,,,Iris Perez,,,Krystal Phillips,","Action, Drama, Fantasy",,
(2013),Linked,,,"Director:,Life Garland,,|,Stars:,Jeremy Byrne,,,Tim Fields,,,Michelle Ramjee Garland,,,Rodrigo Nicolau,",Action,,
(2019),Apocalypse LA,,,"Director:,Michael J. Sarna,","Action, Adventure, Sci-Fi",,
(2017),Star Wars: The Fallen Brother,,,"Director:,Sean Laera,,|,Stars:,Ed Gage,,,Joey Troisi,,,Justin Rugg,,,Rebecca Cannizzaro,","Action, Fantasy, Sci-Fi",,
(2020),Conservators IV: Fracture,,,"Director:,Jack Dalton,,|,Stars:,Matthew Hosking,,,Ben Harris,,,Sammie Dibbern,,,Ciara McAloon,","Action, Adventure, Drama",108 min,
(2014),Cult of the Crystal Skull,,,"Director:,Aaron R. Thomas,,|,Stars:,Jeremiah Arnold,,,Josh Michael Burton,,,Chris Cramer,,,Wade Day,",Action,106 min,
(1980),Machoman,,,"Director:,Ted Knight,,|,Stars:,Araujo,,,Enyaw Liew,,,Jerry Rages,",Action,94 min,
,The Kings of Nitro Drift,,,"Director:,Wesley Barton,,|,Stars:,Stephen Harr,,,Wesley Barton,",Action,,
,On Land,,,"Director:,Trevor Cherry,","Action, Adventure, Mystery",105 min,
,LA Rush,,,"Directors:,Sean Dee,,,Ziyuan Wang,,|,Stars:,Sun Park,,,Sean Dee,",Action,,
(I),The Boiling Point,,,,Action,,
,The Right to Enforce Violence,,,"Director:,Laurence Williams,,|,Star:,Laurence Williams,",Action,,
,Three Scandinavians,,,,Action,,
(I) (2021),Retribution,,,"Director:,Celine Onwuchekwa,","Action, Drama, Thriller",,
(2016),Bloodshed 2,,,"Director:,Branden Anthony Bayless,,|,Stars:,Mir Waiss Najibi,,,Dan Gruenberg,,,Brittney De Leon,,,Gaius Lee DuPree,","Action, Drama, Horror",,
,Liberty in the Fires,,,,"Action, Thriller",,
(2020),Newcastle United vs Chelsea,,,,Action,,
(2018),Stage 3,,,"Director:,Erico Alessandro,,|,Stars:,Lourdes Helena Gallagher,,,Andressa Pamela,,,John Vanis II,",Action,90 min,
(II),The Undead,,,"Stars:,Felissa Rose,,,Jonathan Tiersten,,,Dani Thompson,,,Maximo Gianfranco Sorrentino,","Action, Horror, Thriller",,
(2011),Flying Lotus 'Galaxy in Janaki' Film,,,"Directors:,Forest Casey,,,Jon Casey,",Action,,
,Captain Callum: Fallen Universe,,,"Director:,Callum Davies,,|,Stars:,Callum Davies,,,TheKing,,,CallumRival,,,Country Toads,",Action,,
,Lukas + Olivia: Supernatural Assassins,,,"Director:,Jonathan Moody,,|,Stars:,Natalie Peri,,,Jason Alan Cook,,,Jonathan Moody,,,Rob Kellum,","Action, Horror",,
,Legend of Black Lotus,,,,"Action, Adventure, Drama",,
,The SMB Movie,,,"Director:,Aiden Crowther,,|,Stars:,Brady Burt,,,Oliver Stocks,,,Kelly Crowther,","Action, Comedy",,
,Celestial Mechanics,,,"Director:,Drew Herron,,|,Stars:,Sam Morgan,,,Drew Herron,,,Andrew Volzer,,,Aaron Smith,",Action,,
,The Armani Arms,,,"Director:,Tiffinni Saint Ranae,,|,Stars:,Christopher Showerman,,,Tiffinni Saint Ranae,,,Tristan,,,Stephen Dentrasse,","Action, Adventure",120 min,
(2011),Baker,,,"Director:,Cathy Beasley,,|,Stars:,Lynne-Marie Beard,,,Omar Chavez,,,Amy Dallen,,,Susan Damon,","Action, Drama",126 min,
(2022),Jack Gray,,,"Director:,Jackson Scarparolo,","Action, Adventure",,
(2015),Convergence of Souls,,,,"Action, Horror, Thriller",73 min,
(I),Give,,,"Director:,Trevor Cherry,,|,Star:,Trevor Cherry,","Action, Drama, Family",140 min,
,Z Block,,,,Action,,
,In the Cage 2,,,"Director:,Menetie T. Ejeye,,|,Stars:,Shane Woodson,,,Menetie T. Ejeye,",Action,,
(1989),Treasure Hunters,,,"Director:,Cedric Sundstrom,,|,Star:,Al Karaki,",Action,,
(2014),Echte Freunde,,,"Directors:,Immanuel Degn,,,Ado Dulas,,,Yvonne Harder,,|,Stars:,Rojgar Kadir,,,Mona Harder,,,Ado Dulas,,,Dragoslav Radosavljevic,",Action,115 min,
(I) (2014),Freedom,,,"Director:,Mark Schaefer,,|,Stars:,Cassandra Cade,,,Matt Conde,,,Sean Coutu,,,Rob Downs,","Action, Comedy",48 min,
,KESH,,,,"Action, Drama, Thriller",,
(2016),Falling Ash,,,"Director:,AJ Singh,,|,Stars:,AJ Singh,,,Marysia S. Peres,,,Vic Waghorn,",Action,,
,Stanley Cage,,,"Director:,Nagendra Karri,",Action,135 min,
(2011),Battle for Existence,,,"Director:,Kokie Nassim,,|,Stars:,Adrian Boykin,,,Reuben Dodds,,,Simon Marlow,,,Jo'Artis Ratti,",Action,90 min,
(I),Advent,,,,Action,,
(1923),Gallopin' Through,,,"Director:,Robert N. Bradbury,,|,Stars:,Jack Hoxie,,,Priscilla Bonner,,,Doreen Turner,,,Scout the Horse,","Action, Western",,
(2012),Building 34,,,"Directors:,Fernanda Benero,,,Gustavo Cardozo,,|,Stars:,Gustavo Cardozo,,,Olivera Markovic,,,Kristen StephensonPino,,,Jesse Moon,","Action, Thriller",,
(2015),Gotham: Inner City Demons,,,"Director:,T. David Carangan,,|,Stars:,Gene Freeman,,,Derek Ocampo,,,Derek Russo,,,Franco Salinas,",Action,,
,Jimmy Jones,,,"Director:,Laurence Williams,","Action, Drama",,
(2004),The Inner Circle,,,"Director:,Teddy Moreno,,|,Stars:,Teddy Moreno,,,Cynthia Renae,,,Danielle Maynard,,,Clive Hawkins,",Action,67 min,
(2009),Le masque arabe,,,"Director:,Guillaume Thoron,,|,Stars:,Thierry Ben Hafsia,,,Alexandre Boussat,,,Barbara Buchmann,,,Celine France,",Action,48 min,
,Prince Michael and the Dragon,,,"Director:,Luciano Saber,",Action,90 min,
(1974),The Deadly Touch,,,"Director:,Moc Kan Sent,,|,Stars:,Albert Glez-Rubio,,,Mirtha Moc,,,Louis O'Quendo,,,Rosendo Rosell,",Action,,
(2016),25 Robins,,,"Director:,Matthew Walker,,|,Star:,Matt McClure,",Action,,
,"The Rejects, Book 2: Uprising",,,"Stars:,Jimmy Ace Lewis,,,Mason Parker,,,Hunter Alexes Parker,","Action, Adventure, Comedy",,
(2010),Birmingham City vs Tottenham Hotspur,,,"Stars:,Jermaine Jenas,,,Sebastian Larsson,",Action,92 min,
,Hoodlums on the Run,,,"Director:,Anthony Caban,,|,Stars:,Anthony Caban,,,V.J. Walker,,,Michael Guzik,","Action, Adventure, Comedy",,
(1961),Espionage: Far East,,,"Directors:,Gerardo de Leon,,,Ted Post,,,Eddie Romero,,|,Stars:,Tod Andrews,,,Leopoldo Salcedo,,,Mila Del Sol,,,Diane Jergens,",Action,,
(2008),Ring of Honor: Greatest Rivalries,,,"Director:,Gabe Sapolsky,,|,Stars:,Phil Brooks,,,Claudio Castagnoli,,,Scott Colton,,,Bryan Danielson,",Action,,
(2013),Tykoon: The Rise of the Distinguished,,,"Directors:,Douglass Apparcio,,,Chalita Drayton,,|,Stars:,Eternal Baker,,,Kiaji Beckles,,,Cimone Campbell,,,Dionicio Chambers,","Action, Crime, Drama",90 min,
,Untitled Plane Project,,,,"Action, Thriller",,
(2012),Conspiracy,,,"Director:,Norvell Ji'Floyd,,|,Stars:,Allie Anderson,,,Garran Davis,,,Xzavior Davis,,,Minnie Foxx,","Action, Drama, Thriller",91 min,
(1927),The Golden Stallion,,,"Director:,Harry S. Webb,,|,Stars:,Maurice 'Lefty' Flynn,,,Joe Bonomo,,,Molly Malone,,,Tom London,","Action, Drama, Western",52 min,
,Floating Orchid,,,"Directors:,Rik Sinkeldam,,,Andy van Veen,",Action,,
,Dorobo,,,"Director:,Ian Bogere,","Action, History, Thriller",,
(I) (2015),Reminiscent,,,"Directors:,Dustin Hyer,,,Justin Tandy,,|,Stars:,Lincoln Cissell,,,Justin Tandy,","Action, Sci-Fi, Thriller",84 min,
,God of Speed,,,,"Action, Sci-Fi",,
(2018),The Blue Exchange,,,"Director:,Steve Wheeler,,|,Stars:,Zo Johnson,,,Jimmy Lee,,,Troy Pearce,,,Andrew Sloey,","Action, Comedy",87 min,
(2007),The Fisher: Tacklebox,,,"Director:,Derek Klanfer,,|,Stars:,Jason Best,,,Mark Cohen,,,Jess Hunt,,,Derek Klanfer,","Action, Adventure, Fantasy",96 min,
(2017),Rideshare,,,"Director:,Mike Dee,,|,Stars:,Michael Ark,,,Mike Dee,,,Christopher Hassler,,,Gera Hermann,","Action, Comedy",47 min,
,Ki and Ti,,,"Directors:,Dallas Messenger,,,Kareena Naidu,,|,Stars:,Dallas Messenger,,,Kareena Naidu,,,Cynthia Barnett,,,Susan McPherson,","Animation, Action, Adventure",,
(1924),A Fighting Heart,,,"Director:,Jack Nelson,,|,Stars:,Frank Merrill,,,Margaret Landis,,,Milburn Morante,,,May Sherman,",Action,,
(I),Safe House,,,,"Action, Horror, Thriller",,
(2014),Soho,,,"Director:,Martin J. Thomas,,|,Stars:,Johnny Fleming,,,Jodie Miller,,,Paul Jaques,,,Mike Sheelan,",Action,48 min,
,A Code of Their Own,,,"Director:,Peter 'Drago' Tiemann,",Action,,
(2022),Doctor Who: Mudlarks,,,"Director:,Chelsea Lagan,,|,Stars:,Abi Louise,,,Matt Liness,,,Ruaidhri Guest,,,Noah Chambers,","Animation, Action, Sci-Fi",,
(1926),The Fighting Doctor,,,"Director:,Robert N. Bradbury,,|,Stars:,Frank Merrill,,,Jack P. Pierce,,,Edward Cecil,,,Florence Ulrich,",Action,50 min,
,Mailbox 5,,,,Action,,
(2011),Citizen Justice,,,"Directors:,Christian Beemer,,,Robin Ellsworth,,,Enrique Martínez,,,Nathanel Rajeem,,|,Stars:,Garrett Armyn,,,Robin Ellsworth,,,Samuel Procter,,,Tara Reed,","Action, Drama",90 min,
,The Thin Line,,,,"Action, Adventure, Drama",150 min,
